Region,Postcode,Year,Sum of $0k to less than $50k,LGA Code
Lake Macquarie,2290,2022,3095,14650
Lake Macquarie,2306,2022,3095,14650
Cove Lane,2066,2022,227,12160
Leeton,2703,2022,208,14750
Leeton,2705,2022,208,14750
Lismore,2480,2022,1177,14850
Lithgow,2790,2022,418,14870
Lithgow,2845,2022,418,14870
Lithgow,2846,2022,418,14870
Lithgow,2847,2022,418,14870
Liverpool,2168,2022,5666,14900
Liverpool,2170,2022,5666,14900
Liverpool,2172,2022,5666,14900
Liverpool,2174,2022,5666,14900
Liverpool,2555,2022,5666,14900
Liverpool Plains,2339,2022,235,14920
Liverpool Plains,2341,2022,235,14920
Liverpool Plains,2342,2022,235,14920
Liverpool Plains,2343,2022,235,14920
Lockhart,2656,2022,49,14950
Maitland,2320,2022,1370,15050
Mid-Coast,2415,2022,1958,15240
Mid-Coast,2422,2022,1958,15240
Mid-Coast,2423,2022,1958,15240
Mid-Coast,2424,2022,1958,15240
Mid-Coast,2425,2022,1958,15240
Mid-Coast,2426,2022,1958,15240
Mid-Coast,2427,2022,1958,15240
Mid-Coast,2428,2022,1958,15240
Mid-Coast,2429,2022,1958,15240
Mid-Coast,2430,2022,1958,15240
Mid-Western Regional,2848,2022,873,15270
Mid-Western Regional,2850,2022,873,15270
Mid-Western Regional,2852,2022,873,15270
Moree Plains,2399,2022,380,15300
Moree Plains,2400,2022,380,15300
Moree Plains,2406,2022,380,15300
Moree Plains,2409,2022,380,15300
Mosman,2088,2022,1174,15350
Murray River,2731,2022,310,15520
Murray River,2736,2022,310,15520
Murrumbidgee,2706,2022,139,15560
Murrumbidgee,2707,2022,139,15560
Murrumbidgee,2716,2022,139,15560
Muswellbrook,2328,2022,282,15650
Muswellbrook,2333,2022,282,15650
Nambucca,2447,2022,461,15700
Nambucca,2448,2022,461,15700
Nambucca,2449,2022,461,15700
Narrabri,2356,2022,439,15750
Narrabri,2382,2022,439,15750
Narrabri,2388,2022,439,15750
Narrabri,2390,2022,439,15750
Narrabri,2397,2022,439,15750
Narrandera,2700,2022,124,15800
Narromine,2821,2022,193,15850
Narromine,2823,2022,193,15850
Newcastle,2287,2022,3566,15900
Newcastle,2289,2022,3566,15900
Newcastle,2291,2022,3566,15900
Newcastle,2292,2022,3566,15900
Newcastle,2293,2022,3566,15900
Newcastle,2294,2022,3566,15900
Newcastle,2296,2022,3566,15900
Newcastle,2297,2022,3566,15900
Newcastle,2298,2022,3566,15900
Newcastle,2299,2022,3566,15900
Newcastle,2300,2022,3566,15900
Newcastle,2302,2022,3566,15900
Newcastle,2303,2022,3566,15900
Newcastle,2304,2022,3566,15900
Newcastle,2305,2022,3566,15900
Newcastle,2307,2022,3566,15900
Newcastle,2308,2022,3566,15900
No usual address,,2022,3566,15900
North Sydney,2090,2022,4116,15950
Northern Beaches,2095,2022,8252,15990
Northern Beaches,2103,2022,8252,15990
Northern Beaches,2104,2022,8252,15990
Northern Beaches,2108,2022,8252,15990
Oberon,2787,2022,235,16100
Orange,2800,2022,869,16150
Parkes,2870,2022,327,16200
Parkes,2874,2022,327,16200
Parkes,2875,2022,327,16200
Parkes,2876,2022,327,16200
Parramatta,2115,2022,9608,16260
Parramatta,2116,2022,9608,16260
Parramatta,2117,2022,9608,16260
Parramatta,2118,2022,9608,16260
Parramatta,2121,2022,9608,16260
Parramatta,2127,2022,9608,16260
Parramatta,2128,2022,9608,16260
Parramatta,2146,2022,9608,16260
Parramatta,2150,2022,9608,16260
Parramatta,2151,2022,9608,16260
Parramatta,2152,2022,9608,16260
Penrith,2178,2022,4168,16350
Penrith,2745,2022,4168,16350
Penrith,2747,2022,4168,16350
Penrith,2748,2022,4168,16350
Penrith,2749,2022,4168,16350
Penrith,2750,2022,4168,16350
Penrith,2759,2022,4168,16350
Penrith,2760,2022,4168,16350
Port Macquarie-Hastings,2439,2022,1702,16380
Port Macquarie-Hastings,2441,2022,1702,16380
Port Macquarie-Hastings,2444,2022,1702,16380
Port Macquarie-Hastings,2445,2022,1702,16380
Port Stephens,2315,2022,1165,16400
Port Stephens,2316,2022,1165,16400
Port Stephens,2317,2022,1165,16400
Port Stephens,2318,2022,1165,16400
Port Stephens,2319,2022,1165,16400
Port Stephens,2324,2022,1165,16400
Queanbeyan-Palerang Regional,2619,2022,1506,16490
Queanbeyan-Palerang Regional,2620,2022,1506,16490
Queanbeyan-Palerang Regional,2621,2022,1506,16490
Queanbeyan-Palerang Regional,2623,2022,1506,16490
Queanbeyan-Palerang Regional,2622,2022,1506,16490
Randwick,2031,2022,3542,16550
Randwick,2033,2022,3542,16550
Randwick,2034,2022,3542,16550
Randwick,2036,2022,3542,16550
Richmond Valley,2470,2022,523,16610
Richmond Valley,2471,2022,523,16610
Richmond Valley,2472,2022,523,16610
Richmond Valley,2473,2022,523,16610
Ryde,2112,2022,4254,16700
Ryde,2113,2022,4254,16700
Ryde,2114,2022,4254,16700
Ryde,2122,2022,4254,16700
Shellharbour,2527,2022,918,16900
Shellharbour,2528,2022,918,16900
Shellharbour,2529,2022,918,16900
Shoalhaven,2535,2022,1613,16950
Shoalhaven,2538,2022,1613,16950
Shoalhaven,2539,2022,1613,16950
Shoalhaven,2540,2022,1613,16950
Shoalhaven,2541,2022,1613,16950
Singleton,2330,2022,685,17000
Snowy Monaro Regional,2624,2022,683,17040
Snowy Monaro Regional,2629,2022,683,17040
Snowy Monaro Regional,2631,2022,683,17040
Snowy Monaro Regional,2628,2022,683,17040
Snowy Monaro Regional,2632,2022,683,17040
Snowy Monaro Regional,2625,2022,683,17040
Snowy Monaro Regional,2626,2022,683,17040
Snowy Monaro Regional,2630,2022,683,17040
Snowy Monaro Regional,2633,2022,683,17040
Snowy Valleys,2649,2022,372,17080
Snowy Valleys,2653,2022,372,17080
Snowy Valleys,2720,2022,372,17080
Snowy Valleys,2729,2022,372,17080
Snowy Valleys,2730,2022,372,17080
Strathfield,2135,2022,1933,17100
Strathfield,2136,2022,1933,17100
Strathfield,2140,2022,1933,17100
Sutherland Shire,2225,2022,5418,17150
Sutherland Shire,2227,2022,5418,17150
Sutherland Shire,2228,2022,5418,17150
Sutherland Shire,2229,2022,5418,17150
Sutherland Shire,2230,2022,5418,17150
Sutherland Shire,2231,2022,5418,17150
Sutherland Shire,2232,2022,5418,17150
Sutherland Shire,2233,2022,5418,17150
Sydney,2000,2022,21156,17200
Sydney,2007,2022,21156,17200
Sydney,2008,2022,21156,17200
Sydney,2009,2022,21156,17200
Sydney,2010,2022,21156,17200
Sydney,2011,2022,21156,17200
Sydney,2015,2022,21156,17200
Sydney,2016,2022,21156,17200
Sydney,2017,2022,21156,17200
Sydney,2037,2022,21156,17200
Sydney,2043,2022,21156,17200
Sydney,2050,2022,21156,17200
Tamworth Regional,2340,2022,1598,17310
Tamworth Regional,2344,2022,1598,17310
Tamworth Regional,2347,2022,1598,17310
Tamworth Regional,2353,2022,1598,17310
Tamworth Regional,2346,2022,1598,17310
Tamworth Regional,2352,2022,1598,17310
Tamworth Regional,2355,2022,1598,17310
Temora,2666,2022,172,17350
Tenterfield,2372,2022,346,17400
Tenterfield,2475,2022,346,17400
The Hills Shire,2125,2022,6803,17420
The Hills Shire,2153,2022,6803,17420
The Hills Shire,2154,2022,6803,17420
The Hills Shire,2156,2022,6803,17420
The Hills Shire,2157,2022,6803,17420
Tweed,2484,2022,1933,17550
Tweed,2485,2022,1933,17550
Tweed,2486,2022,1933,17550
Tweed,2487,2022,1933,17550
Tweed,2488,2022,1933,17550
Tweed,2489,2022,1933,17550
Tweed,2490,2022,1933,17550
Unincorporated NSW,2898,2022,36,19399
Hunter Shire Upper,2329,2022,4224,14000
Hunter Shire Upper,2337,2022,4224,14000
Hunter Upper Shire,2336,2022,4224,14000
Hunter Upper Shire,2338,2022,4224,14000
Upper Lachlan Shire,2583,2022,392,17640
Uralla,2358,2022,175,17650
Uralla,2359,2022,175,17650
Wagga Wagga,2650,2022,1243,17750
Wagga Wagga,2651,2022,1243,17750
Wagga Wagga,2661,2022,1243,17750
Wagga Wagga,2678,2022,1243,17750
Walcha,2354,2022,120,17850
Walgett,2386,2022,142,17900
Walgett,2387,2022,142,17900
Walgett,2832,2022,142,17900
Walgett,2833,2022,142,17900
Walgett,2834,2022,142,17900
Warren,2824,2022,68,17950
Warren,2826,2022,68,17950
Warrumbungle Shire,2357,2022,323,18020
Warrumbungle Shire,2395,2022,323,18020
Warrumbungle Shire,2396,2022,323,18020
Warrumbungle Shire,2842,2022,323,18020
Warrumbungle Shire,2843,2022,323,18020
Warrumbungle Shire,2844,2022,323,18020
Waverley,2022,2022,2741,18050
Waverley,2024,2022,2741,18050
Waverley,2026,2022,2741,18050
Weddin,2809,2022,110,18100
Weddin,2810,2022,110,18100
Wentworth,2648,2022,188,18200
Wentworth,2717,2022,188,18200
Wentworth,2738,2022,188,18200
Wentworth,2739,2022,188,18200
Willoughby,2063,2022,3811,18250
Willoughby,2064,2022,3811,18250
Willoughby,2067,2022,3811,18250
Willoughby,2068,2022,3811,18250
Wingecarribee,2575,2022,1589,18350
Wingecarribee,2576,2022,1589,18350
Wingecarribee,2577,2022,1589,18350
Wollondilly,2568,2022,1042,18400
Wollondilly,2569,2022,1042,18400
Wollondilly,2571,2022,1042,18400
Wollondilly,2572,2022,1042,18400
Wollondilly,2573,2022,1042,18400
Wollondilly,2752,2022,1042,18400
Wollongong,2500,2022,3486,18450
Wollongong,2502,2022,3486,18450
Wollongong,2505,2022,3486,18450
Wollongong,2506,2022,3486,18450
Wollongong,2508,2022,3486,18450
Wollongong,2515,2022,3486,18450
Wollongong,2516,2022,3486,18450
Wollongong,2517,2022,3486,18450
Wollongong,2518,2022,3486,18450
Wollongong,2519,2022,3486,18450
Wollongong,2525,2022,3486,18450
Wollongong,2526,2022,3486,18450
Wollongong,2530,2022,3486,18450
Woollahra,2023,2022,2771,18500
Woollahra,2025,2022,2771,18500
Woollahra,2027,2022,2771,18500
Woollahra,2028,2022,2771,18500
Woollahra,2029,2022,2771,18500
Yass Valley,2582,2022,605,18710
Yass Valley,2584,2022,605,18710
Yass Valley,2618,2022,605,18710
